Group Number,Date_Submittted,Analyte_(Lead),Result_Lead_(PPB),Analyte_(Copper),Result_Copper_(PPB),Address,City,Zip_Code,Site_Code,Service_Line_Material,Sample_Location
1,2/24/2016,Lead,2,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0422,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,180,CLOVERDALE PL   ,FLINT,48503,FS0565,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,WINONA ST   ,FLINT,48504,FS0566,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,60,WESTCOMBE AVE   ,FLINT,48503,FS0620,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0663,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0672,Copper,KITCHEN
1,2/25/2016,Lead,2,Copper,0,WELCH BLVD   ,FLINT,48504,FS0682,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,CHALMERS ST   ,FLINT,48503,FS1129,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,BRANDON ST   ,FLINT,48503,FS1142,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,E TOBIAS ST  ,FLINT,48503,FS1212,Copper,BATHROOM
1,2/24/2016,Lead,2,Copper,0,BURROUGHS AVE   ,FLINT,48507,FS1263,Copper,BATHROOM
1,2/24/2016,Lead,2,Copper,110,W YORK AVE  ,FLINT,48505,FS1326,Copper,KITCHEN
1,2/26/2016,Lead,2,Copper,60,HOLLY AVE   ,FLINT,48506,FS1327,Copper,
1,2/25/2016,Lead,2,Copper,60,LAWNDALE AVE   ,FLINT,48504,FS1361,Copper,KITCHEN
1,2/26/2016,Lead,2,Copper,0,S FRANKLIN AVE  ,FLINT,48503,FS1417,Copper,KITCHEN
1,2/28/2016,Lead,2,Copper,0,MATHEWSON ST   ,FLINT,48504,FS1548,Copper,BATHROOM
1,2/24/2016,Lead,2,Copper,110,E ALMA AVE  ,FLINT,48505,FS1604,Copper,KITCHEN
1,2/26/2016,Lead,2,Copper,230,JANE AVE   ,FLINT,48506,FS1730,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,ROOME CT   ,FLINT,48503,FS1744,Copper,KITCHEN
1,2/25/2016,Lead,2,Copper,0,FOREST HILL AVE  ,FLINT,48504,FS1892,Copper,KITCHEN
1,2/26/2016,Lead,2,Copper,0,LAFAYETTE ST   ,FLINT,48503,FS1983,Copper,KITCHEN
1,2/25/2016,Lead,2,Copper,0,E HOBSON AVE  ,FLINT,48505,FS2032,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,90,SOUTH DR   ,FLINT,48503,FS2033,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,CLINTON ST   ,FLINT,48507,FS2079,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,E COURT ST  ,FLINT,48503,FS2126,Copper,KITCHEN
1,2/25/2016,Lead,2,Copper,0,E ALMA AVE  ,FLINT,48505,FS2133,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,CHICAGO BLVD   ,FLINT,48503,FS2363,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,50,WHITNEY AVE   ,FLINT,48532,FS2375,Copper,KITCHEN
1,2/24/2016,Lead,2,Copper,0,MARVIN ST   ,FLINT,48505,FS2574,Copper,KITCHEN
1,2/21/2016,Lead,3,Copper,110,CONCORD ST   ,FLINT,48504,FS0052,Copper,KITCHEN
1,2/16/2016,Lead,3,Copper,100,CARTIER ST   ,FLINT,48504,FS0107,Copper,KITCHEN
1,2/16/2016,Lead,3,Copper,0,MAJOR ST   ,FLINT,48507,FS0241,Copper,KITCHEN
1,2/16/2016,Lead,3,Copper,0,MAXINE ST   ,FLINT,48503,FS0281,Copper,KITCHEN
1,2/16/2016,Lead,3,Copper,140,E COURT ST  ,FLINT,48503,FS0292,Copper,
1,2/16/2016,Lead,3,Copper,0,E AUSTIN AVE  ,FLINT,48505,FS0313,Copper,BATHROOM
1,2/16/2016,Lead,3,Copper,0,OKLAHOMA AVE   ,FLINT,48506,FS0343,Copper,KITCHEN
1,2/16/2016,Lead,3,Copper,140,WISCONSIN AVE   ,FLINT,48506,FS0347,Copper,KITCHEN
1,2/16/2016,Lead,3,Copper,0,MISSOURI AVE   ,FLINT,48506,FS0350,Copper,KITCHEN
1,2/29/2016,Lead,3,Copper,0,MACKIN RD   ,FLINT,48504,FS0357,Copper,BATHROOM
1,2/16/2016,Lead,3,Copper,80,SLOAN ST   ,FLINT,48504,FS0360,Copper,BATHROOM
1,2/25/2016,Lead,3,Copper,80,PROSPECT ST   ,FLINT,48504,FS0407,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,130,SENECA ST   ,FLINT,48504,FS0617,Copper,KITCHEN
1,2/26/2016,Lead,3,Copper,0,DAKOTA AVE   ,FLINT,48506,FS1059,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,0,E MOORE ST  ,FLINT,48505,FS1088,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,150,CLAIRMONT ST   ,FLINT,48503,FS1125,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,0,HILLS ST   ,FLINT,48503,FS1173,Copper,KITCHEN
1,2/25/2016,Lead,3,Copper,200,M L KING AVE ,FLINT,48505,FS1419,Copper,
1,2/24/2016,Lead,3,Copper,60,WALDMAN AVE   ,FLINT,48507,FS1573,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,120,BRENTWOOD DR   ,FLINT,48503,FS1718,Copper,BATHROOM
1,2/24/2016,Lead,3,Copper,70,PIERCE ST   ,FLINT,48503,FS1721,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,170,ALLENDALE PL   ,FLINT,48503,FS1864,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,0,CLINTON ST   ,FLINT,48507,FS1998,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,0,WINDEMERE AVE   ,FLINT,48503,FS2056,Copper,KITCHEN
1,2/25/2016,Lead,3,Copper,110,W GENESEE ST  ,FLINT,48504,FS2119,Copper,KITCHEN
1,2/25/2016,Lead,3,Copper,80,W ALMA AVE  ,FLINT,48505,FS2195,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,0,FRANK ST   ,FLINT,48504,FS2261,Copper,
1,2/24/2016,Lead,3,Copper,80,PIERCE ST   ,FLINT,48503,FS2311,Copper,KITCHEN
1,2/25/2016,Lead,3,Copper,250,ROBBIE LN   ,FLINT,48505,FS2349,Copper,KITCHEN
1,2/24/2016,Lead,3,Copper,100,PIERCE ST   ,FLINT,48503,FS2503,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,0,PROCTOR AVE   ,FLINT,48504,FS0034,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,120,SALISHAN CIR   ,FLINT,48506,FS0063,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,450,ANN ARBOR ST  ,FLINT,48503,FS0111,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,150,WARNER AVE   ,FLINT,48503,FS0168,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,50,S FRANKLIN AVE  ,FLINT,48503,FS0285,Copper,BATHROOM
1,2/16/2016,Lead,4,Copper,60,S VERNON AVE  ,FLINT,48503,FS0290,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,0,E COURT ST  ,FLINT,48503,FS0303,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,170,E COURT ST  ,FLINT,48503,FS0305,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,0,COVENTRY CT   ,FLINT,48503,FS0372,Copper,BATHROOM
1,2/24/2016,Lead,4,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0418,Copper,KITCHEN
1,2/26/2016,Lead,4,Copper,200,CLOVERDALE PL   ,FLINT,48503,FS0565,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,70,WESTCOMBE AVE   ,FLINT,48503,FS0608,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,80,WELCH BLVD   ,FLINT,48504,FS0656,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,60,PIERCE ST   ,FLINT,48503,FS1043,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,160,MASON ST   ,FLINT,48505,FS1439,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,0,NORWOOD DR   ,FLINT,48503,FS1701,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,0,CHAMBERS ST   ,FLINT,48507,FS1971,Copper,BATHROOM
1,2/24/2016,Lead,4,Copper,170,WINONA ST   ,FLINT,48504,FS2039,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,80,FRANK ST   ,FLINT,48504,FS2267,Copper,KITCHEN
1,2/26/2016,Lead,4,Copper,90,HOLLY AVE   ,FLINT,48506,FS2346,Copper,
1,2/24/2016,Lead,4,Copper,100,HOGARTH AVE   ,FLINT,48532,FS2362,Copper,KITCHEN
1,2/24/2016,Lead,4,Copper,70,HILLS ST   ,FLINT,48503,FS2626,Copper,KITCHEN
1,2/16/2016,Lead,4,Copper,0,RASKOB ST   ,FLINT,48504,FS2717,Copper,KITCHEN
1,2/29/2016,Lead,4,Copper,0,RASKOB ST   ,FLINT,48504,FS2717,Copper,KITCHEN
1,2/16/2016,Lead,5,Copper,0,LYNN CT   ,FLINT,48503,FS0167,Copper,KITCHEN
1,2/16/2016,Lead,5,Copper,60,INGLESIDE AVE   ,FLINT,48507,FS0243,Copper,KITCHEN
1,2/16/2016,Lead,5,Copper,0,CRAPO ST   ,FLINT,48503,FS0273,Copper,BATHROOM
1,2/16/2016,Lead,5,Copper,70,KANSAS AVE   ,FLINT,48506,FS0301,Copper,KITCHEN
1,2/16/2016,Lead,5,Copper,0,E COURT ST  ,FLINT,48503,FS0302,Copper,KITCHEN
1,2/16/2016,Lead,5,Copper,0,MACKIN RD   ,FLINT,48504,FS0357,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0547,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,140,HERRICK ST   ,FLINT,48532,FS1070,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,0,HILLS ST   ,FLINT,48503,FS1078,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,0,LARCHMONT ST   ,FLINT,48503,FS1227,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,140,W JACKSON AVE  ,FLINT,48505,FS1381,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,0,E WELLINGTON AVE  ,FLINT,48503,FS2120,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,60,HILLS ST   ,FLINT,48503,FS2199,Copper,KITCHEN
1,2/24/2016,Lead,5,Copper,60,W VAN WAGONER AVE ,FLINT,48505,FS2382,Copper,KITCHEN
1,2/26/2016,Lead,5,Copper,110,FERNDALE PL   ,FLINT,48503,FS5001,Copper,KITCHEN
1,2/16/2016,Lead,6,Copper,0,W ELDRIDGE AVE  ,FLINT,48505,FS0028,Copper,KITCHEN
1,2/16/2016,Lead,6,Copper,80,PIERCE ST   ,FLINT,48503,FS0307,Copper,KITCHEN
1,2/24/2016,Lead,6,Copper,230,COPEMAN BLVD   ,FLINT,48504,FS0427,Copper,KITCHEN
1,2/24/2016,Lead,6,Copper,130,PIERCE ST   ,FLINT,48503,FS2246,Copper,KITCHEN
1,2/24/2016,Lead,6,Copper,0,E JACKSON AVE  ,FLINT,48505,FS2284,Copper,
1,2/21/2016,Lead,7,Copper,0,DAMON ST   ,FLINT,48505,FS0017,Copper,KITCHEN
1,2/16/2016,Lead,7,Copper,0,THOMAS ST   ,FLINT,48504,FS0096,Copper,KITCHEN
1,2/16/2016,Lead,7,Copper,0,NELSON ST   ,FLINT,48503,FS0162,Copper,BATHROOM
1,2/25/2016,Lead,7,Copper,200,SENECA ST   ,FLINT,48504,FS0412,Copper,KITCHEN
1,2/25/2016,Lead,7,Copper,50,MACKIN RD   ,FLINT,48504,FS0667,Copper,KITCHEN
1,2/24/2016,Lead,7,Copper,250,HELBER ST   ,FLINT,48504,FS0714,Copper,KITCHEN
1,2/24/2016,Lead,7,Copper,150,HOGARTH AVE   ,FLINT,48503,FS0993,Copper,KITCHEN
1,2/24/2016,Lead,7,Copper,0,BRANDON ST   ,FLINT,48503,FS1205,Copper,KITCHEN
1,2/24/2016,Lead,7,Copper,0,PIERCE ST   ,FLINT,48503,FS1269,Copper,KITCHEN
1,2/24/2016,Lead,7,Copper,50,WHITNEY AVE   ,FLINT,48532,FS1580,Copper,KITCHEN
1,2/24/2016,Lead,7,Copper,0,COLLINGWOOD PKWY   ,FLINT,48503,FS1606,Copper,BATHROOM
1,2/26/2016,Lead,7,Copper,0,PENNSYLVANIA AVE   ,FLINT,48506,FS1682,Copper,KITCHEN
1,2/25/2016,Lead,7,Copper,0,AVENUE B   ,FLINT,48503,FS2012,Copper,KITCHEN
1,2/24/2016,Lead,7,Copper,50,LINWOOD AVE   ,FLINT,48503,FS2324,Copper,KITCHEN
1,2/16/2016,Lead,8,Copper,0,OKLAHOMA AVE   ,FLINT,48506,FS0344,Copper,KITCHEN
1,2/24/2016,Lead,8,Copper,0,CLAIRMONT ST   ,FLINT,48503,FS1978,Copper,KITCHEN
1,2/23/2016,Lead,9,Copper,60,WINONA ST   ,FLINT,48504,FS0039,Copper,KITCHEN
1,2/24/2016,Lead,9,Copper,90,N BALLENGER HWY  ,FLINT,48504,FS0543,Copper,KITCHEN
1,2/16/2016,Lead,10,Copper,230,BERKLEY ST   ,FLINT,48504,FS0108,Copper,KITCHEN
1,2/16/2016,Lead,10,Copper,70,BUCKINGHAM AVE   ,FLINT,48507,FS0230,Copper,KITCHEN
1,2/16/2016,Lead,10,Copper,0,OKLAHOMA AVE   ,FLINT,48506,FS0328,Copper,KITCHEN
1,2/25/2016,Lead,10,Copper,280,E YORK AVE  ,FLINT,48505,FS1004,Copper,KITCHEN
1,2/24/2016,Lead,10,Copper,0,CRAWFORD ST   ,FLINT,48507,FS1084,Copper,KITCHEN
1,2/24/2016,Lead,10,Copper,100,HOGARTH AVE   ,FLINT,48532,FS2018,Copper,KITCHEN
1,2/16/2016,Lead,11,Copper,110,NORBERT ST   ,FLINT,48504,FS0086,Copper,KITCHEN
1,2/16/2016,Lead,11,Copper,60,EDMUND ST   ,FLINT,48505,FS0317,Copper,KITCHEN
1,2/24/2016,Lead,11,Copper,0,COPEMAN BLVD   ,FLINT,48504,FS0432,Copper,KITCHEN
1,2/24/2016,Lead,11,Copper,0,FRANK ST   ,FLINT,48504,FS2260,Copper,BATHROOM
1,2/16/2016,Lead,12,Copper,60,LESLIE CT   ,FLINT,48504,FS0141,Copper,KITCHEN
1,2/24/2016,Lead,12,Copper,580,COPEMAN BLVD   ,FLINT,48504,FS0426,Copper,KITCHEN
1,2/24/2016,Lead,12,Copper,70,HILLS ST   ,FLINT,48503,FS0997,Copper,KITCHEN
1,2/25/2016,Lead,12,Copper,390,ROBBIE LN   ,FLINT,48505,FS1141,Copper,KITCHEN
1,2/16/2016,Lead,15,Copper,120,BEECHER RD   ,FLINT,48503,FS0373,Copper,KITCHEN
1,2/24/2016,Lead,16,Copper,70,KELLAR AVE   ,FLINT,48504,FS0548,Copper,KITCHEN
1,2/24/2016,Lead,16,Copper,100,HILLS ST   ,FLINT,48503,FS1664,Copper,KITCHEN
1,2/24/2016,Lead,16,Copper,0,FRANK ST   ,FLINT,48504,FS2313,Copper,KITCHEN
1,2/16/2016,Lead,17,Copper,50,E MOORE ST  ,FLINT,48505,FS0018,Copper,KITCHEN
1,2/16/2016,Lead,17,Copper,70,CHURCH ST   ,FLINT,48502,FS0389,Copper,BATHROOM
1,2/26/2016,Lead,18,Copper,220,DALE AVE   ,FLINT,48506,FS2009,Copper,BATHROOM
1,2/24/2016,Lead,19,Copper,120,W JACKSON AVE APT 4,FLINT,48505,FS1522,Copper,KITCHEN
1,2/24/2016,Lead,20,Copper,170,BRENTWOOD DR   ,FLINT,48503,FS0641,Copper,KITCHEN
1,2/24/2016,Lead,21,Copper,210,MASON ST   ,FLINT,48505,FS1089,Copper,KITCHEN
1,2/16/2016,Lead,22,Copper,150,RISEDORPH AVE   ,FLINT,48506,FS0056,Copper,KITCHEN
1,2/16/2016,Lead,26,Copper,0,MT ELLIOTT AVE  ,FLINT,48504,FS0046,Copper,KITCHEN
1,2/24/2016,Lead,26,Copper,340,LARCHMONT ST   ,FLINT,48503,FS2657,Copper,KITCHEN
1,2/24/2016,Lead,26,Copper,100,ARROW LN   ,FLINT,48507,FS2676,Copper,SERVICE LINE IN BASEMENT
1,2/24/2016,Lead,30,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1749,Copper,BATHROOM
1,2/24/2016,Lead,38,Copper,0,BARNEY AVE   ,FLINT,48503,FS2685,Copper,KITCHEN
1,2/24/2016,Lead,41,Copper,350,SENECA ST   ,FLINT,48504,FS0428,Copper,KITCHEN
1,2/24/2016,Lead,41,Copper,460,WHITNEY AVE   ,FLINT,48532,FS1041,Copper,KITCHEN
1,2/25/2016,Lead,42,Copper,770,BERKLEY ST   ,FLINT,48504,FS0423,Copper,KITCHEN
1,2/24/2016,Lead,44,Copper,130,E COURT ST  ,FLINT,48503,FS1895,Copper,KITCHEN
1,2/28/2016,Lead,44,Copper,60,COTTAGE GROVE AV  ,FLINT,48504,FS2631,Copper,BATHROOM
1,2/24/2016,Lead,45,Copper,80,BROOKSIDE DR   ,FLINT,48503,FS2703,Copper,BATHROOM
1,2/24/2016,Lead,48,Copper,430,E DARTMOUTH ST  ,FLINT,48505,FS1289,Copper,
1,2/16/2016,Lead,53,Copper,130,WELCH BLVD   ,FLINT,48504,FS0044,Copper,KITCHEN
1,2/24/2016,Lead,61,Copper,280,LARCHMONT ST   ,FLINT,48532,FS2708,Copper,BATHROOM
1,2/24/2016,Lead,91,Copper,400,SHERWOOD DR   ,FLINT,48503,FS1444,Copper,BATHROOM
1,2/24/2016,Lead,109,Copper,390,BROOKSIDE DR   ,FLINT,48503,FS2703,Copper,BATHROOM
1,2/16/2016,Lead,115,Copper,380,CONCORD ST   ,FLINT,48504,FS0052,Copper,KITCHEN
1,2/24/2016,Lead,119,Copper,890,HILLS ST   ,FLINT,48503,FS2303,Copper,KITCHEN
1,2/16/2016,Lead,131,Copper,160,E COURT ST  ,FLINT,48503,FS0288,Copper,BATHROOM
1,2/26/2016,Lead,134,Copper,140,W PATERSON ST  ,FLINT,48503,FS2716,Copper,KITCHEN
1,2/24/2016,Lead,172,Copper,70,CHALMERS ST   ,FLINT,48503,FS2060,Copper,KITCHEN
1,2/16/2016,Lead,243,Copper,640,DICKINSON ST   ,FLINT,48504,FS0091,Copper,KITCHEN
1,2/16/2016,Lead,255,Copper,170,MASON ST   ,FLINT,48503,FS0380,Copper,BATHROOM
1,2/24/2016,Lead,971,Copper,11650,N STEVENSON ST  ,FLINT,48504,FS0510,Copper,BASEMENT
1,2/16/2016,Lead,1485,Copper,1800,LIPPINCOTT BLVD   ,FLINT,48503,FS0311,Copper,
1,2/24/2016,Lead,3207,Copper,420,N BALLENGER HWY  ,FLINT,48504,FS0421,Copper,KITCHEN
1,2/16/2016,Lead,0,Copper,0,MONTANA AVE   ,FLINT,48506,FS0022,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,WYOMING AVE   ,FLINT,48506,FS0023,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,EDWARDS AVE   ,FLINT,48505,FS0025,Galvanized,
1,2/16/2016,Lead,0,Copper,0,BENNETT AVE   ,FLINT,48506,FS0075,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,50,BARTH ST   ,FLINT,48504,FS0087,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,FRANK ST   ,FLINT,48504,FS0093,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,BAGLEY ST   ,FLINT,48504,FS0101,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,WOLCOTT ST   ,FLINT,48504,FS0115,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,WOODSIDE DR   ,FLINT,48503,FS0178,Galvanized,BATHROOM
1,2/16/2016,Lead,0,Copper,0,GIBSON ST   ,FLINT,48503,FS0191,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,E TOBIAS ST  ,FLINT,48503,FS0226,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,MONROE ST   ,FLINT,48503,FS0240,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,WASHINGTON AVE   ,FLINT,48503,FS0272,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,M L KING AVE ,FLINT,48503,FS0383,Galvanized,KITCHEN
1,2/16/2016,Lead,0,Copper,0,CHURCH ST   ,FLINT,48503,FS0396,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,70,COPEMAN BLVD   ,FLINT,48504,FS0532,Galvanized,KITCHEN
1,2/25/2016,Lead,0,Copper,0,BARTH ST   ,FLINT,48504,FS0638,Galvanized,KITCHEN
1,2/25/2016,Lead,0,Copper,0,MACKIN RD   ,FLINT,48504,FS0688,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,190,MASON ST   ,FLINT,48505,FS1077,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,DURAND ST   ,FLINT,48503,FS1080,Galvanized,
1,2/24/2016,Lead,0,Copper,170,OLIVER ST   ,FLINT,48503,FS1172,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,100,ROOME CT   ,FLINT,48503,FS1336,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,E BAKER ST  ,FLINT,48505,FS1357,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,DUPONT ST   ,FLINT,48504,FS1422,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,MASON ST   ,FLINT,48505,FS1466,Galvanized,KITCHEN
1,2/25/2016,Lead,0,Copper,0,GREEN ST   ,FLINT,48503,FS1519,Galvanized,KITCHEN
1,2/25/2016,Lead,0,Copper,70,AVENUE B   ,FLINT,48503,FS1523,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1630,Galvanized,BATHROOM
1,2/25/2016,Lead,0,Copper,70,BARTH ST   ,FLINT,48504,FS1665,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,CASSIUS ST   ,FLINT,48505,FS1700,Galvanized,KITCHEN
1,2/26/2016,Lead,0,Copper,260,JANE AVE   ,FLINT,48506,FS1738,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,BROWN ST   ,FLINT,48503,FS1745,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS1982,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,310,BLANCHARD AVE   ,FLINT,48503,FS1993,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,E DARTMOUTH ST  ,FLINT,48505,FS2004,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,170,E MC CLELLAN ST ,FLINT,48505,FS2131,Galvanized,BATHROOM
1,2/25/2016,Lead,0,Copper,0,GARLAND ST   ,FLINT,48503,FS2231,Galvanized,KITCHEN
1,2/21/2016,Lead,0,Copper,0,E BAKER ST  ,FLINT,48505,FS2232,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,E DARTMOUTH ST  ,FLINT,48505,FS2300,Galvanized,KITCHEN
1,2/24/2016,Lead,0,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS2323,Galvanized,KITCHEN
1,2/16/2016,Lead,1,Copper,90,ADAMS AVE   ,FLINT,48505,FS0112,Galvanized,BATHROOM
1,2/16/2016,Lead,1,Copper,0,MASON ST   ,FLINT,48503,FS0113,Galvanized,BATHROOM
1,2/16/2016,Lead,1,Copper,0,BROWN ST   ,FLINT,48503,FS0268,Galvanized,KITCHEN
1,2/24/2016,Lead,1,Copper,100,BRENTWOOD DR   ,FLINT,48503,FS0651,Galvanized,KITCHEN
1,2/26/2016,Lead,1,Copper,0,NEW YORK AVE  ,FLINT,48506,FS1074,Galvanized,KITCHEN
1,2/25/2016,Lead,1,Copper,0,W JACKSON AVE APT 1,FLINT,48505,FS1126,Galvanized,KITCHEN
1,2/24/2016,Lead,1,Copper,0,BLANCHARD AVE   ,FLINT,48503,FS1722,Galvanized,KITCHEN
1,2/24/2016,Lead,1,Copper,160,CRESCENT DR   ,FLINT,48503,FS2306,Galvanized,
1,2/24/2016,Lead,1,Copper,530,THOMAS ST   ,FLINT,48504,FS2330,Galvanized,KITCHEN
1,2/24/2016,Lead,1,Copper,60,ZIMMERMAN ST   ,FLINT,48503,FS2711,Galvanized,KITCHEN
1,2/16/2016,Lead,2,Copper,110,MT ELLIOTT AVE  ,FLINT,48504,FS0049,Galvanized,BATHROOM
1,2/16/2016,Lead,2,Copper,0,MT ELLIOTT AVE  ,FLINT,48504,FS0050,Galvanized,KITCHEN
1,2/16/2016,Lead,2,Copper,0,BENNETT AVE   ,FLINT,48506,FS0074,Galvanized,KITCHEN
1,2/16/2016,Lead,2,Copper,0,WOLCOTT ST   ,FLINT,48504,FS0079,Galvanized,KITCHEN
1,2/17/2016,Lead,2,Copper,110,MALLERY ST   ,FLINT,48504,FS0088,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,90,BUICK ST   ,FLINT,48505,FS1331,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,E TOBIAS ST  ,FLINT,48503,FS1334,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,GREEN ST   ,FLINT,48503,FS1358,Galvanized,KITCHEN
1,2/25/2016,Lead,2,Copper,230,E BAKER ST  ,FLINT,48505,FS1363,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,BROWN ST   ,FLINT,48503,FS1576,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,MASON ST   ,FLINT,48505,FS1589,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,E GENESEE ST  ,FLINT,48505,FS1605,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,90,BLANCHARD AVE   ,FLINT,48503,FS1761,Galvanized,KITCHEN
1,2/26/2016,Lead,2,Copper,60,E BAKER ST  ,FLINT,48505,FS1980,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,E EDDINGTON AVE  ,FLINT,48503,FS2003,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,GREENFIELD AVE   ,FLINT,48503,FS2029,Galvanized,BATHROOM
1,2/24/2016,Lead,2,Copper,0,E GENESEE ST  ,FLINT,48505,FS2043,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,0,FRANK ST   ,FLINT,48504,FS2046,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,80,CEDAR ST   ,FLINT,48503,FS2225,Galvanized,KITCHEN
1,2/25/2016,Lead,2,Copper,0,IRENE AVE   ,FLINT,48503,FS2497,Galvanized,KITCHEN
1,2/24/2016,Lead,2,Copper,60,E MOORE ST  ,FLINT,48505,FS2571,Galvanized,KITCHEN
1,2/16/2016,Lead,3,Copper,0,N CHEVROLET AVE  ,FLINT,48504,FS0102,Galvanized,KITCHEN
1,2/16/2016,Lead,3,Copper,130,W HAMILTON AVE  ,FLINT,48503,FS0124,Galvanized,KITCHEN
1,2/16/2016,Lead,3,Copper,80,CROMWELL AVE   ,FLINT,48503,FS0184,Galvanized,KITCHEN
